"id","engineCode","transmissionCode","intervalMileage","frequency","action","item","itemDescription","laborUnits","partUnits","driveType","modelYear"
59592,"6INAG4.0","ALL",7500,4,"Inspect","CV joints","Constant velocity joints, which are located on either end of the drive axles and transmit engine power while enabling full steering and suspension movement. Black accordion boots cover and protect these joints and hold lubricant.",0.06,0,"ALL","2006"
59590,"6INAG4.0","ALL",0,4,"Check fluid level","Brake master cylinder","A device that stores brake fluid and hydraulically forces it through the brake lines to the brakes when the brake pedal is depressed.",0,0,"ALL","2006"
59589,"6INAG4.0","ALL",22500,4,"Inspect","Brake linings","High-friction, heat-resistant material that is attached to the brake shoes in a rear drum brake system.",0.2,0,"ALL","2006"
59584,"6INAG4.0","ALL",15000,4,"Inspect","Ball joints","Movable joints in the steering linkage and suspension system of a vehicle that permit rotating movement in any direction between the parts that are joined.",0.1,0,"ALL","2006"
59587,"6INAG4.0","ALL",7500,4,"Inspect","Brake lines, hoses & connections","Tubes and their connections that carry brake fluid between the various components in a vehicle's brake system.",0.02,0,"ALL","2006"
59585,"6INAG4.0","ALL",0,4,"Inspect","Battery","A box containing lead plates filled with a water and acid mixture that stores electricity generated by the alternator. It is the source of power for parts of the car that operate on electricity.",0.2,0,"ALL","2006"
59593,"6INAG4.0","ALL",0,4,"Inspect","Coolant","Also known as ""antifreeze."" A mixture of water and ethylene glycol that has both a higher boiling point and a lower freezing point than plain water.",0,0,"ALL","2006"
59461,"6INAG4.0","ALL",82500,3,"Inspect","Coolant","Also known as ""antifreeze."" A mixture of water and ethylene glycol that has both a higher boiling point and a lower freezing point than plain water.",0.05,0,"ALL","2006"
59477,"6INAG4.0","ALL",0,4,"Inspect","Wheels & tires","A circular frame of hard material that may be solid or partly solid, is capable of  turning on an axle, and holds the rubber cushion that contains compressed air.",0,0,"ALL","2006"
59462,"6INAG4.0","ALL",105000,3,"Inspect","Coolant","Also known as ""antifreeze."" A mixture of water and ethylene glycol that has both a higher boiling point and a lower freezing point than plain water.",0.05,0,"ALL","2006"
59474,"6INAG4.0","ALL",0,4,"Inspect","Radiator","A heat exchanger that transmits heat to the surrounding air - e.g., the heat exchanger that cools a vehicle's engine coolant.",0,0,"ALL","2006"
59467,"6INAG4.0","ALL",7500,4,"Inspect","Exhaust system","A system of tubing that routes exhaust gases from the exhaust manifold to the rear of the car and into the air. The exhaust system includes catalytic converters and mufflers that help reduce air and noise pollution generated by an engine.",0.05,0,"ALL","2006"
59472,"6INAG4.0","ALL",7500,4,"Replace","Oil filter","A cartridge-filled canister placed in an engine's lubricating system to strain dirt and abrasive materials out of the oil.",0.1,1,"ALL","2006"
59470,"6INAG4.0","ALL",0,4,"Check operation","Lights & accessories","Any source of illumination and any electrically operated convenience device.",0,0,"ALL","2006"
59484,"6INAG4.0","ALL",15000,4,"Inspect","Steering linkage & ball joints","The arrangement of rods and lubricated joints connecting the steering gearbox to the wheel spindles, and the ball and socket type joints between the spindles and suspension control arms.",0.2,0,"ALL","2006"
59459,"6INAG4.0","ALL",52500,3,"Inspect","Coolant","Also known as ""antifreeze."" A mixture of water and ethylene glycol that has both a higher boiling point and a lower freezing point than plain water.",0.05,0,"ALL","2006"
59482,"6INAG4.0","ALL",7500,4,"Inspect","Chassis nuts & bolts","Fasteners holding parts onto a vehicle's frame.",0.1,0,"ALL","2006"
59480,"6INAG4.0","ALL",0,4,"Inspect","Transmission fluid","The liquid in a transmission that  allows it to function and serves as a cooling and lubrication medium.",0,0,"ALL","2006"
59487,"6INAG4.0","ALL",7500,4,"Inspect","Steering linkage joints & outer tie rod ends","The moving joints in the steering system.",0.2,0,"ALL","2006"
59473,"6INAG4.0","ALL",0,4,"Check level","Power steering fluid","Hydraulic fluid used in a power steering system.",0,0,"ALL","2006"
59463,"6INAG4.0","ALL",112500,4,"Inspect","Coolant","Also known as ""antifreeze."" A mixture of water and ethylene glycol that has both a higher boiling point and a lower freezing point than plain water.",0.05,0,"ALL","2006"
59550,"4INAG2.5","MANUAL",37500,4,"Change","Manual transmission fluid","The fluid used for lubricating and cooling a manual transmission.",0.5,3.3,"ALL","2006"
59548,"4INAG2.5","AUTOMATIC",30000,4,"Change","Automatic transmission fluid","The fluid used for lubricating and cooling an automatic transmission.",0.5,4.2,"ALL","2006"
59375,"6INAG4.0","MANUAL",37500,4,"Change","Manual transmission fluid","The fluid used for lubricating and cooling a manual transmission.",0.5,3.3,"ALL","2006"
59490,"6INAG4.0","AUTOMATIC",30000,4,"Change","Automatic transmission fluid","The fluid used for lubricating and cooling an automatic transmission.",0.5,4.2,"ALL","2006"
290464,"4INAG1.6","ALL",7500,4,"Change","Engine oil","A substance that lubricates and cools the moving parts of the engine and reduces corrosion and the formation of rust.",0.15,3.7,"ALL","2007"
290489,"4INAG1.6","ALL",0,4,"Inspect","Air conditioning system","The system of receiver/dryer, evaporator, condenser, compressor, refrigerant lines, controls and valves that allow for the controlled refrigeration of the air present in or entering a vehicle's interior.",0,0,"ALL","2007"
290475,"4INAG1.6","ALL",60000,4,"Replace","Fuel filter","A replaceable metal or plastic canister that prevents particulate matter and most contaminants in the fuel from reaching the engine.",0.3,1,"ALL","2007"
290463,"4INAG1.6","ALL",30000,4,"Inspect","Drive belt(s)","A belt that transfers the rotation of the engine through the crankshaft pulley to drive various devices, such as the alternator, water pump, air conditioning compressor or power steering pump.",0.03,0,"ALL","2007"
290472,"4INAG1.6","ALL",30000,4,"Inspect","Cooling system","The system that stores and circulates coolant throughout (water cooled) engines to prevent overheating. Some vehicles have air-cooled engines in which high-speed airflow is sufficient to keep the engine cool.",0.1,0,"ALL","2007"
290466,"4INAG1.6","ALL",60000,4,"Replace","Timing belt","A ""toothed"" belt that drives an overhead camshaft or camshafts (and in some vehicles a water pump).",2.3,1,"ALL","2007"
290485,"4INAG1.6","ALL",30000,4,"Inspect","Chassis nuts & bolts","Fasteners holding parts onto a vehicle's frame.",0.1,0,"ALL","2007"
290470,"4INAG1.6","ALL",30000,4,"Replace","Air filter","A device that filters incoming air fed to the engine.",0.2,1,"ALL","2007"
290477,"4INAG1.6","ALL",105000,4,"Replace","Fuel hoses","Flexible tubing in the fuel system.",0.3,1,"ALL","2007"
290468,"4INAG1.6","ALL",90000,3,"Inspect","Timing belt","A ""toothed"" belt that drives an overhead camshaft or camshafts (and in some vehicles a water pump).",0.2,0,"ALL","2007"
290473,"4INAG1.6","ALL",30000,4,"Flush/replace","Coolant","Also known as ""antifreeze."" A mixture of water and ethylene glycol that has both a higher boiling point and a lower freezing point than plain water.",0.7,1,"ALL","2007"
290471,"4INAG1.6","ALL",30000,4,"Replace","Spark plugs","Cables that carry a high-voltage electrical charge from the distributor cap or ignition coils to the spark plugs.",0.5,4,"ALL","2007"
290465,"4INAG1.6","ALL",7500,4,"Replace","Oil filter","A cartridge-filled canister placed in an engine's lubricating system to strain dirt and abrasive materials out of the oil.",0.1,1,"ALL","2007"
290480,"4INAG1.6","ALL",30000,4,"Inspect","Brakes, rear","A vehicle's stopping mechanism comprised of a pedal connected to a hydraulic master cylinder that can actuate clamping and/or expanding devices at all four wheels that slow or stop a vehicle's rolling motion.  Also used to refer to the brake system's most frequently replaced parts, brake pads and/or brake shoes.",0.1,0,"ALL","2007"
290481,"4INAG1.6","ALL",30000,4,"Inspect","Brakes, front","A vehicle's stopping mechanism comprised of a pedal connected to a hydraulic master cylinder that can actuate clamping and/or expanding devices at all four wheels that slow or stop a vehicle's rolling motion.  Also used to refer to the brake system's most frequently replaced parts, brake pads and/or brake shoes.",0.1,0,"ALL","2007"
290478,"4INAG1.6","ALL",60000,4,"Inspect","Emissions hoses & tubes","Hoses and tubes utilized by any of a vehicle's emission control devices.",0.05,0,"ALL","2007"
290487,"4INAG1.6","ALL",7500,4,"Lubricate","Hinges, locks & latches","The devices that allow or prevent the opening of doors and hatches.",0.05,0,"ALL","2007"
290476,"4INAG1.6","ALL",30000,4,"Inspect","Fuel lines & hoses","The tubing that carries fuel throughout a vehicle.",0.05,0,"ALL","2007"
290469,"4INAG1.6","ALL",105000,3,"Replace","Timing belt","A ""toothed"" belt that drives an overhead camshaft or camshafts (and in some vehicles a water pump).",2.3,1,"ALL","2007"
290474,"4INAG1.6","ALL",30000,4,"Check","Idle speed","The RPM of the engine free from load (all accessories off), at normal operating temperature and in neutral (or, in the case of an automatic transmission, park or neutral).",0.1,0,"ALL","2007"
290479,"4INAG1.6","ALL",30000,4,"Inspect","Brake lines, hoses & connections","Tubes and their connections that carry brake fluid between the various components in a vehicle's brake system.",0.02,0,"ALL","2007"
290482,"4INAG1.6","ALL",30000,4,"Inspect","Steering linkage","The arrangement of rods and lubricated joints connecting the steering gearbox to the wheel spindles.",0.1,0,"ALL","2007"
290484,"4INAG1.6","ALL",30000,4,"Inspect","Drive axles","In a front-wheel drive vehicle or a rear-wheel drive vehicle with independent rear suspension, the short axles that connect the driven wheels with the driving force.   Drive axles typically have CV (constant velocity)-joints on their ends.",0.1,0,"ALL","2007"
290483,"4INAG1.6","ALL",30000,4,"Inspect","Ball joints","Movable joints in the steering linkage and suspension system of a vehicle that permit rotating movement in any direction between the parts that are joined.",0.1,0,"ALL","2007"
290486,"4INAG1.6","ALL",30000,4,"Inspect","Exhaust system heat shields","Metal and/or metal-fiberglass insulated panels that protect selected areas from exhaust heat.",0.02,0,"ALL","2007"
290467,"4INAG1.6","ALL",60000,3,"Inspect","Timing belt","A ""toothed"" belt that drives an overhead camshaft or camshafts (and in some vehicles a water pump).",0.2,0,"ALL","2007"
467390,"4INAG1.6","ALL",0,4,"Inspect","Air conditioning system","The system of receiver/dryer, evaporator, condenser, compressor, refrigerant lines, controls and valves that allow for the controlled refrigeration of the air present in or entering a vehicle's interior.",0,0,"ALL","2008"
467388,"4INAG1.6","ALL",30000,4,"Check","Idle speed","The RPM of the engine free from load (all accessories off), at normal operating temperature and in neutral (or, in the case of an automatic transmission, park or neutral).",0.15,0,"ALL","2008"
467396,"4INAG1.6","ALL",30000,4,"Inspect","Exhaust system heat shields","Metal and/or metal-fiberglass insulated panels that protect selected areas from exhaust heat.",0.02,0,"ALL","2008"
467394,"4INAG1.6","ALL",7500,4,"Inspect","Hinges, locks & latches","The devices that allow or prevent the opening of doors and hatches.",0.05,0,"ALL","2008"
467391,"4INAG1.6","ALL",0,4,"Check operation","A/C compressor","An engine-driven pump in the air conditioning system that increases the pressure of the refrigerant.",0,0,"ALL","2008"
467409,"4INAG1.6","ALL",105000,4,"Inspect","Fuel lines & hoses","The tubing that carries fuel throughout a vehicle.",0.05,0,"ALL","2008"
467403,"4INAG1.6","ALL",30000,4,"Inspect","Chassis nuts & bolts","Fasteners holding parts onto a vehicle's frame.",0.1,0,"ALL","2008"
467406,"4INAG1.6","ALL",30000,4,"Inspect","Ball joints","Movable joints in the steering linkage and suspension system of a vehicle that permit rotating movement in any direction between the parts that are joined.",0.15,0,"ALL","2008"
467395,"4INAG1.6","ALL",30000,4,"Inspect","Brake system","A vehicle's stopping mechanism comprised of a pedal connected to a hydraulic master cylinder that can actuate clamping and/or expanding devices at all four wheels that slow or stop a vehicle's rolling motion.  Components in a basic brake system are the master cylinder, calipers and/or wheel cylinders, linings or pads or shoes, rotors and/or drums.",0.02,0,"ALL","2008"
467416,"4INAG1.6","ALL",105000,4,"Replace","Emissions hoses & tubes","Hoses and tubes utilized by any of a vehicle's emission control devices.",0.05,1,"ALL","2008"
467399,"4INAG1.6","ALL",60000,4,"Inspect","Emissions hoses & tubes","Hoses and tubes utilized by any of a vehicle's emission control devices.",0.05,0,"ALL","2008"
467397,"4INAG1.6","ALL",30000,4,"Inspect","Steering linkage","The arrangement of rods and lubricated joints connecting the steering gearbox to the wheel spindles.",0.1,0,"ALL","2008"
467405,"4INAG1.6","ALL",30000,4,"Inspect","Cooling system","The system that stores and circulates coolant throughout (water cooled) engines to prevent overheating. Some vehicles have air-cooled engines in which high-speed airflow is sufficient to keep the engine cool.",0.1,0,"ALL","2008"
467404,"4INAG1.6","ALL",30000,4,"Inspect","Fuel tank, cap & lines","A reservoir for the vehicle's fuel.",0.05,0,"ALL","2008"
467420,"4INAG1.6","ALL",30000,4,"Flush/replace","Coolant","Also known as ""antifreeze."" A mixture of water and ethylene glycol that has both a higher boiling point and a lower freezing point than plain water.",0.7,1,"ALL","2008"
467398,"4INAG1.6","ALL",30000,4,"Inspect","Brake lines, hoses & connections","Tubes and their connections that carry brake fluid between the various components in a vehicle's brake system.",0.02,0,"ALL","2008"
467419,"4INAG1.6","ALL",60000,4,"Replace","Fuel filter","A replaceable metal or plastic canister that prevents particulate matter and most contaminants in the fuel from reaching the engine.",0.3,1,"ALL","2008"
467422,"4INAG1.6","ALL",30000,4,"Inspect boots & seals","Drive axles","In a front-wheel drive vehicle or a rear-wheel drive vehicle with independent rear suspension, the short axles that connect the driven wheels with the driving force.   Drive axles typically have CV (constant velocity)-joints on their ends.",0.1,0,"ALL","2008"
467433,"4INAG1.8","ALL",30000,4,"Inspect","Steering linkage","The arrangement of rods and lubricated joints connecting the steering gearbox to the wheel spindles.",0.1,0,"ALL","2008"
467431,"4INAG1.8","ALL",30000,4,"Inspect","Brake system","A vehicle's stopping mechanism comprised of a pedal connected to a hydraulic master cylinder that can actuate clamping and/or expanding devices at all four wheels that slow or stop a vehicle's rolling motion.  Components in a basic brake system are the master cylinder, calipers and/or wheel cylinders, linings or pads or shoes, rotors and/or drums.",0.02,0,"ALL","2008"
467434,"4INAG1.8","ALL",30000,4,"Inspect","Brake lines, hoses & connections","Tubes and their connections that carry brake fluid between the various components in a vehicle's brake system.",0.02,0,"ALL","2008"
467445,"4INAG1.8","ALL",105000,4,"Inspect","Fuel lines & hoses","The tubing that carries fuel throughout a vehicle.",0.05,0,"ALL","2008"
467442,"4INAG1.8","ALL",30000,4,"Inspect","Ball joints","Movable joints in the steering linkage and suspension system of a vehicle that permit rotating movement in any direction between the parts that are joined.",0.15,0,"ALL","2008"
467441,"4INAG1.8","ALL",30000,4,"Inspect","Cooling system","The system that stores and circulates coolant throughout (water cooled) engines to prevent overheating. Some vehicles have air-cooled engines in which high-speed airflow is sufficient to keep the engine cool.",0.1,0,"ALL","2008"
467432,"4INAG1.8","ALL",30000,4,"Inspect","Exhaust system heat shields","Metal and/or metal-fiberglass insulated panels that protect selected areas from exhaust heat.",0.02,0,"ALL","2008"
467439,"4INAG1.8","ALL",30000,4,"Inspect","Chassis nuts & bolts","Fasteners holding parts onto a vehicle's frame.",0.1,0,"ALL","2008"
467458,"4INAG1.8","ALL",30000,4,"Inspect boots & seals","Drive axles","In a front-wheel drive vehicle or a rear-wheel drive vehicle with independent rear suspension, the short axles that connect the driven wheels with the driving force.   Drive axles typically have CV (constant velocity)-joints on their ends.",0.1,0,"ALL","2008"
467435,"4INAG1.8","ALL",60000,4,"Inspect","Emissions hoses & tubes","Hoses and tubes utilized by any of a vehicle's emission control devices.",0.05,0,"ALL","2008"
467424,"4INAG1.8","ALL",30000,4,"Check","Idle speed","The RPM of the engine free from load (all accessories off), at normal operating temperature and in neutral (or, in the case of an automatic transmission, park or neutral).",0.15,0,"ALL","2008"
467452,"4INAG1.8","ALL",105000,4,"Replace","Emissions hoses & tubes","Hoses and tubes utilized by any of a vehicle's emission control devices.",0.05,1,"ALL","2008"
467426,"4INAG1.8","ALL",0,4,"Inspect","Air conditioning system","The system of receiver/dryer, evaporator, condenser, compressor, refrigerant lines, controls and valves that allow for the controlled refrigeration of the air present in or entering a vehicle's interior.",0,0,"ALL","2008"
467427,"4INAG1.8","ALL",0,4,"Check operation","A/C compressor","An engine-driven pump in the air conditioning system that increases the pressure of the refrigerant.",0,0,"ALL","2008"
467455,"4INAG1.8","ALL",60000,4,"Replace","Fuel filter","A replaceable metal or plastic canister that prevents particulate matter and most contaminants in the fuel from reaching the engine.",0.3,1,"ALL","2008"
467456,"4INAG1.8","ALL",30000,4,"Flush/replace","Coolant","Also known as ""antifreeze."" A mixture of water and ethylene glycol that has both a higher boiling point and a lower freezing point than plain water.",0.7,1,"ALL","2008"
467440,"4INAG1.8","ALL",30000,4,"Inspect","Fuel tank, cap & lines","A reservoir for the vehicle's fuel.",0.05,0,"ALL","2008"
467430,"4INAG1.8","ALL",7500,4,"Inspect","Hinges, locks & latches","The devices that allow or prevent the opening of doors and hatches.",0.05,0,"ALL","2008"
145037,"4INAG1.8","ALL",105000,4,"Replace","Emissions hoses & tubes","Hoses and tubes utilized by any of a vehicle's emission control devices.",0.3,1,"ALL","2009"
67549,"4INAG1.8","ALL",60000,4,"Inspect","Emissions hoses & tubes","Hoses and tubes utilized by any of a vehicle's emission control devices.",0.05,0,"ALL","2009"
67498,"4INAG1.8","ALL",0,4,"Inspect","Air conditioning system","The system of receiver/dryer, evaporator, condenser, compressor, refrigerant lines, controls and valves that allow for the controlled refrigeration of the air present in or entering a vehicle's interior.",0,0,"ALL","2009"
75196,"4INAG1.8","ALL",30000,4,"Inspect","Brake lines, hoses & connections","Tubes and their connections that carry brake fluid between the various components in a vehicle's brake system.",0.02,0,"ALL","2009"
75130,"4INAG1.8","ALL",30000,4,"Check","Idle speed","The RPM of the engine free from load (all accessories off), at normal operating temperature and in neutral (or, in the case of an automatic transmission, park or neutral).",0.1,0,"ALL","2009"
67496,"4INAG1.8","ALL",30000,4,"Inspect","Steering linkage","The arrangement of rods and lubricated joints connecting the steering gearbox to the wheel spindles.",0.1,0,"ALL","2009"
67499,"4INAG1.8","ALL",0,4,"Check operation","A/C compressor","An engine-driven pump in the air conditioning system that increases the pressure of the refrigerant.",0,0,"ALL","2009"
67500,"4INAG1.8","ALL",30000,4,"Inspect","Fuel tank, cap & lines","A reservoir for the vehicle's fuel.",0.05,0,"ALL","2009"
75122,"4INAG1.8","ALL",60000,4,"Replace","Fuel filter","A replaceable metal or plastic canister that prevents particulate matter and most contaminants in the fuel from reaching the engine.",0.3,1,"ALL","2009"
67497,"4INAG1.8","ALL",7500,4,"Inspect","Hinges, locks & latches","The devices that allow or prevent the opening of doors and hatches.",0.05,0,"ALL","2009"
75091,"4INAG1.8","ALL",30000,4,"Flush/replace","Coolant","Also known as ""antifreeze."" A mixture of water and ethylene glycol that has both a higher boiling point and a lower freezing point than plain water.",0.7,1,"ALL","2009"
67622,"4INAG1.8","ALL",30000,4,"Inspect","Chassis nuts & bolts","Fasteners holding parts onto a vehicle's frame.",0.1,0,"ALL","2009"
75094,"4INAG1.8","ALL",30000,4,"Inspect","Ball joints","Movable joints in the steering linkage and suspension system of a vehicle that permit rotating movement in any direction between the parts that are joined.",0.1,0,"ALL","2009"
67621,"4INAG1.8","ALL",30000,4,"Inspect","Brake system","A vehicle's stopping mechanism comprised of a pedal connected to a hydraulic master cylinder that can actuate clamping and/or expanding devices at all four wheels that slow or stop a vehicle's rolling motion.  Components in a basic brake system are the master cylinder, calipers and/or wheel cylinders, linings or pads or shoes, rotors and/or drums.",0.4,0,"ALL","2009"
75093,"4INAG1.8","ALL",30000,4,"Inspect","Exhaust system heat shields","Metal and/or metal-fiberglass insulated panels that protect selected areas from exhaust heat.",0.02,0,"ALL","2009"
75200,"4INAG1.8","ALL",30000,4,"Inspect boots & seals","Drive axles","In a front-wheel drive vehicle or a rear-wheel drive vehicle with independent rear suspension, the short axles that connect the driven wheels with the driving force.   Drive axles typically have CV (constant velocity)-joints on their ends.",0.1,0,"ALL","2009"
75198,"4INAG1.8","ALL",30000,4,"Inspect","Cooling system","The system that stores and circulates coolant throughout (water cooled) engines to prevent overheating. Some vehicles have air-cooled engines in which high-speed airflow is sufficient to keep the engine cool.",0.1,0,"ALL","2009"
75123,"4INAG1.8","ALL",105000,4,"Inspect","Fuel lines & hoses","The tubing that carries fuel throughout a vehicle.",0.05,0,"ALL","2009"
61288,"4INAG1.6","ALL",30000,4,"Inspect","Exhaust system heat shields","Metal and/or metal-fiberglass insulated panels that protect selected areas from exhaust heat.",0.02,0,"ALL","2009"
61358,"4INAG1.6","ALL",105000,4,"Replace","Emissions hoses & tubes","Hoses and tubes utilized by any of a vehicle's emission control devices.",0.3,1,"ALL","2009"
61424,"4INAG1.6","ALL",30000,4,"Inspect","Brake lines, hoses & connections","Tubes and their connections that carry brake fluid between the various components in a vehicle's brake system.",0.02,0,"ALL","2009"
61300,"4INAG1.6","ALL",30000,4,"Inspect","Brake system","A vehicle's stopping mechanism comprised of a pedal connected to a hydraulic master cylinder that can actuate clamping and/or expanding devices at all four wheels that slow or stop a vehicle's rolling motion.  Components in a basic brake system are the master cylinder, calipers and/or wheel cylinders, linings or pads or shoes, rotors and/or drums.",0.4,0,"ALL","2009"
61360,"4INAG1.6","ALL",7500,4,"Inspect","Hinges, locks & latches","The devices that allow or prevent the opening of doors and hatches.",0.05,0,"ALL","2009"
61302,"4INAG1.6","ALL",60000,4,"Inspect","Emissions hoses & tubes","Hoses and tubes utilized by any of a vehicle's emission control devices.",0.05,0,"ALL","2009"
61239,"4INAG1.6","ALL",30000,4,"Inspect","Fuel tank, cap & lines","A reservoir for the vehicle's fuel.",0.05,0,"ALL","2009"
61427,"4INAG1.6","ALL",30000,4,"Inspect boots & seals","Drive axles","In a front-wheel drive vehicle or a rear-wheel drive vehicle with independent rear suspension, the short axles that connect the driven wheels with the driving force.   Drive axles typically have CV (constant velocity)-joints on their ends.",0.1,0,"ALL","2009"
61289,"4INAG1.6","ALL",30000,4,"Inspect","Ball joints","Movable joints in the steering linkage and suspension system of a vehicle that permit rotating movement in any direction between the parts that are joined.",0.1,0,"ALL","2009"
61287,"4INAG1.6","ALL",0,4,"Check operation","A/C compressor","An engine-driven pump in the air conditioning system that increases the pressure of the refrigerant.",0,0,"ALL","2009"
61301,"4INAG1.6","ALL",30000,4,"Inspect","Chassis nuts & bolts","Fasteners holding parts onto a vehicle's frame.",0.1,0,"ALL","2009"
61291,"4INAG1.6","ALL",105000,4,"Inspect","Fuel lines & hoses","The tubing that carries fuel throughout a vehicle.",0.05,0,"ALL","2009"
61290,"4INAG1.6","ALL",60000,4,"Replace","Fuel filter","A replaceable metal or plastic canister that prevents particulate matter and most contaminants in the fuel from reaching the engine.",0.3,1,"ALL","2009"
61298,"4INAG1.6","ALL",30000,4,"Check","Idle speed","The RPM of the engine free from load (all accessories off), at normal operating temperature and in neutral (or, in the case of an automatic transmission, park or neutral).",0.1,0,"ALL","2009"
61428,"4INAG1.6","ALL",30000,4,"Flush/replace","Coolant","Also known as ""antifreeze."" A mixture of water and ethylene glycol that has both a higher boiling point and a lower freezing point than plain water.",0.7,1,"ALL","2009"
61425,"4INAG1.6","ALL",30000,4,"Inspect","Cooling system","The system that stores and circulates coolant throughout (water cooled) engines to prevent overheating. Some vehicles have air-cooled engines in which high-speed airflow is sufficient to keep the engine cool.",0.1,0,"ALL","2009"
61359,"4INAG1.6","ALL",30000,4,"Inspect","Steering linkage","The arrangement of rods and lubricated joints connecting the steering gearbox to the wheel spindles.",0.1,0,"ALL","2009"
61361,"4INAG1.6","ALL",0,4,"Inspect","Air conditioning system","The system of receiver/dryer, evaporator, condenser, compressor, refrigerant lines, controls and valves that allow for the controlled refrigeration of the air present in or entering a vehicle's interior.",0,0,"ALL","2009"
290435,"4INAG2.0DC","ALL",7500,4,"Change","Engine oil","A substance that lubricates and cools the moving parts of the engine and reduces corrosion and the formation of rust.",0.18,4.4,"ALL","2010"
290397,"4INAG2.0DC","ALL",15000,4,"Inspect","Brakes, front","A vehicle's stopping mechanism comprised of a pedal connected to a hydraulic master cylinder that can actuate clamping and/or expanding devices at all four wheels that slow or stop a vehicle's rolling motion.  Also used to refer to the brake system's most frequently replaced parts, brake pads and/or brake shoes.",0.1,0,"ALL","2010"
290446,"4INAG2.0DC","ALL",105000,4,"Replace","Emissions hoses & tubes","Hoses and tubes utilized by any of a vehicle's emission control devices.",0.3,1,"ALL","2010"
290445,"4INAG2.0DC","ALL",7500,4,"Replace","Oil filter","A cartridge-filled canister placed in an engine's lubricating system to strain dirt and abrasive materials out of the oil.",0.1,1,"ALL","2010"
290456,"4INAG2.0DC","ALL",30000,4,"Change","Rear differential fluid","Lubricant that permits quiet and low friction operation of the differential. Can be gear oil, transmission fluid, or a more specialized fluid specified by the manufacturer.",0.5,1,"ALL","2010"
290401,"4INAG2.0DC","ALL",30000,4,"Inspect","Exhaust system heat shields","Metal and/or metal-fiberglass insulated panels that protect selected areas from exhaust heat.",0.02,0,"ALL","2010"
290462,"4INAG2.0DC","ALL",30000,4,"Replace","Spark plugs","Cables that carry a high-voltage electrical charge from the distributor cap or ignition coils to the spark plugs.",0.5,4,"ALL","2010"
290432,"4INAG2.0DC","ALL",60000,4,"Inspect","PCV valve","Positive Crankcase Ventilation valve, an emissions related device that allows venting of combustion gases from the crankcase to the intake system rather than the atmosphere.",0.05,0,"ALL","2010"
290447,"4INAG2.0DC","ALL",30000,4,"Replace","Fuel filter","A replaceable metal or plastic canister that prevents particulate matter and most contaminants in the fuel from reaching the engine.",0.7,1,"ALL","2010"
290457,"4INAG2.0DC","ALL",30000,4,"Change","Front differential fluid","The liquid used for lubricating gears inside the differential.",0.5,1.4,"ALL","2010"
290398,"4INAG2.0DC","ALL",30000,4,"Inspect","Drive belt(s)","A belt that transfers the rotation of the engine through the crankshaft pulley to drive various devices, such as the alternator, water pump, air conditioning compressor or power steering pump.",0.03,0,"ALL","2010"
290431,"4INAG2.0DC","ALL",30000,4,"Check","Idle speed","The RPM of the engine free from load (all accessories off), at normal operating temperature and in neutral (or, in the case of an automatic transmission, park or neutral).",0.1,0,"ALL","2010"
290437,"4INAG2.0DC","ALL",105000,4,"Replace","Timing belt","A ""toothed"" belt that drives an overhead camshaft or camshafts (and in some vehicles a water pump).",3.6,1,"ALL","2010"
290433,"4INAG2.0DC","ALL",7500,4,"Inspect","Differential, rear","A set of gears that transfers the power of the rotating driveshaft to drive wheels in front and rear-wheel-drive vehicles. The differential also allows each of the opposing wheels to turn at a different speed when cornering.",0.1,0,"ALL","2010"
290438,"4INAG2.0DC","ALL",30000,4,"Flush/replace","Coolant","Also known as ""antifreeze."" A mixture of water and ethylene glycol that has both a higher boiling point and a lower freezing point than plain water.",0.7,1,"ALL","2010"
290388,"4INAG2.0DC","ALL",90000,3,"Inspect","Timing belt","A ""toothed"" belt that drives an overhead camshaft or camshafts (and in some vehicles a water pump).",0.2,0,"ALL","2010"
290444,"4INAG2.0DC","ALL",60000,4,"Replace","Timing belt","A ""toothed"" belt that drives an overhead camshaft or camshafts (and in some vehicles a water pump).",3.6,1,"ALL","2010"
290396,"4INAG2.0DC","ALL",30000,4,"Inspect","Brake lines, hoses & connections","Tubes and their connections that carry brake fluid between the various components in a vehicle's brake system.",0.02,0,"ALL","2010"
290460,"4INAG2.0DC","ALL",30000,4,"Change","Transfer case fluid","Lubricant used in the transfer case.",0.5,1.5,"ALL","2010"
290461,"4INAG2.0DC","ALL",30000,4,"Replace","Air filter","A device that filters incoming air fed to the engine.",0.2,1,"ALL","2010"
290393,"4INAG2.0DC","ALL",30000,4,"Inspect","Cooling system","The system that stores and circulates coolant throughout (water cooled) engines to prevent overheating. Some vehicles have air-cooled engines in which high-speed airflow is sufficient to keep the engine cool.",0.1,0,"ALL","2010"
290414,"4INAG2.0DC","ALL",30000,4,"Inspect","Brakes, rear","A vehicle's stopping mechanism comprised of a pedal connected to a hydraulic master cylinder that can actuate clamping and/or expanding devices at all four wheels that slow or stop a vehicle's rolling motion.  Also used to refer to the brake system's most frequently replaced parts, brake pads and/or brake shoes.",0.1,0,"ALL","2010"
290391,"4INAG2.0DC","ALL",15000,4,"Inspect","Transfer case fluid","Lubricant used in the transfer case.",0.1,0,"ALL","2010"
